,age,income,children,gender_FEMALE,gender_MALE,region_INNER_CITY,region_RURAL,region_SUBURBAN,region_TOWN,married_NO,married_YES,car_NO,car_YES,savings_acct_NO,savings_acct_YES,current_acct_NO,current_acct_YES,mortgage_NO,mortgage_YES,pep_NO,pep_YES
551,0.82,0.47,1.00,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0
552,0.55,0.62,0.67,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
553,0.63,0.59,0.00,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0
554,1.00,0.53,1.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
555,0.04,0.05,0.67,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
556,0.51,0.23,0.33,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1
557,0.47,0.35,0.00,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0
558,0.41,0.45,0.00,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0
559,1.00,0.34,0.00,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
560,0.45,0.20,0.33,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
561,0.14,0.31,0.00,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1
562,0.80,0.79,0.00,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
563,0.29,0.30,0.33,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
564,0.53,0.31,0.00,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1
565,0.24,0.34,0.00,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0
566,0.51,0.30,0.00,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
567,0.02,0.21,0.67,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
568,0.39,0.42,0.00,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
569,0.63,0.22,0.33,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
570,0.63,0.49,1.00,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0
571,0.45,0.54,0.00,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
572,0.31,0.39,0.67,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1
573,0.43,0.30,0.67,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0
574,0.51,0.40,0.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
575,0.39,0.44,0.00,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1,0
576,0.12,0.24,0.33,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
577,0.90,0.69,0.00,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
578,0.00,0.02,0.00,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0
579,0.59,0.35,0.00,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
580,0.92,0.81,0.67,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
581,0.04,0.13,0.67,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0
582,0.57,0.29,1.00,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0
583,0.59,0.41,0.67,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0
584,0.31,0.32,0.33,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1
585,0.04,0.08,1.00,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0
586,0.04,0.23,0.33,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
587,0.51,0.45,0.33,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
588,0.82,0.77,0.00,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0
589,0.22,0.13,0.33,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0
590,0.14,0.32,0.00,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0
591,0.45,0.46,0.67,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
592,0.61,0.26,0.00,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0
593,0.96,0.80,0.67,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
594,0.84,0.45,1.00,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0
595,0.88,0.72,0.67,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0
596,0.24,0.08,0.00,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0
597,0.27,0.19,0.00,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1
598,0.22,0.17,0.00,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0
599,0.41,0.37,0.00,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1
